date,order_id,product,quantity,amount,status
2026-03-24,ORD-1433,Koszulka Premium,2,159.98,completed
2026-03-24,ORD-1434,Torba bawełniana,3,119.97,completed
2026-03-24,ORD-1435,Kubek ceramiczny,2,99.98,completed
2026-03-24,ORD-1436,Torba bawełniana,2,79.98,completed
2026-03-24,ORD-1437,Kubek ceramiczny,1,49.99,completed
2026-03-25,ORD-1438,Notatnik A5,4,119.96,completed
2026-03-25,ORD-1439,Długopis metalowy,4,79.96,completed
2026-03-25,ORD-1440,Długopis metalowy,3,59.97,completed
2026-03-25,ORD-1441,Torba bawełniana,2,79.98,completed
2026-03-25,ORD-1442,Notatnik A5,4,119.96,completed
2026-03-25,ORD-1443,Torba bawełniana,1,39.99,completed
2026-03-25,ORD-1444,Koszulka Premium,3,239.97,completed
2026-03-25,ORD-1445,Koszulka Premium,1,79.99,completed
2026-03-25,ORD-1446,Torba bawełniana,1,39.99,completed
2026-03-25,ORD-1447,Koszulka Premium,4,319.96,completed
2026-03-25,ORD-1448,Długopis metalowy,1,19.99,completed
2026-03-25,ORD-1449,Długopis metalowy,2,39.98,completed
2026-03-25,ORD-1450,Notatnik A5,2,59.98,completed
2026-03-25,ORD-1451,Notatnik A5,1,29.99,completed
2026-03-25,ORD-1452,Torba bawełniana,1,39.99,completed
2026-03-25,ORD-1453,Kubek ceramiczny,1,49.99,completed
2026-03-25,ORD-1454,Notatnik A5,4,119.96,completed
2026-03-25,ORD-1455,Długopis metalowy,2,39.98,completed
2026-03-25,ORD-1456,Torba bawełniana,4,159.96,completed
2026-03-25,ORD-1457,Torba bawełniana,1,39.99,completed
2026-03-25,ORD-1458,Torba bawełniana,1,39.99,completed
2026-03-25,ORD-1459,Długopis metalowy,4,79.96,completed
2026-03-25,ORD-1460,Długopis metalowy,2,39.98,completed
2026-03-25,ORD-1461,Długopis metalowy,2,39.98,completed
2026-03-25,ORD-1462,Torba bawełniana,4,159.96,completed
2026-03-25,ORD-1463,Koszulka Premium,3,239.97,completed
2026-03-25,ORD-1464,Torba bawełniana,2,79.98,completed
2026-03-25,ORD-1465,Długopis metalowy,1,19.99,completed
2026-03-25,ORD-1466,Notatnik A5,3,-89.97,refunded
2026-03-25,ORD-1467,Torba bawełniana,2,79.98,completed
2026-03-25,ORD-1468,Torba bawełniana,4,159.96,completed
2026-03-25,ORD-1469,Kubek ceramiczny,2,99.98,completed
2026-03-25,ORD-1470,Koszulka Premium,1,79.99,completed
2026-03-25,ORD-1471,Długopis metalowy,2,39.98,completed
2026-03-25,ORD-1472,Kubek ceramiczny,2,99.98,completed
2026-03-25,ORD-1473,Długopis metalowy,2,39.98,completed
2026-03-25,ORD-1474,Koszulka Premium,4,319.96,completed
2026-03-25,ORD-1475,Kubek ceramiczny,4,199.96,completed
2026-03-25,ORD-1476,Notatnik A5,2,59.98,completed
2026-03-25,ORD-1477,Torba bawełniana,4,159.96,completed
2026-03-25,ORD-1478,Kubek ceramiczny,3,149.97,completed
2026-03-25,ORD-1479,Długopis metalowy,4,79.96,completed
2026-03-25,ORD-1480,Torba bawełniana,4,159.96,completed
2026-03-25,ORD-1481,Notatnik A5,2,59.98,completed
2026-03-25,ORD-1482,Długopis metalowy,2,39.98,completed
2026-03-25,ORD-1483,Koszulka Premium,4,319.96,completed
2026-03-25,ORD-1484,Długopis metalowy,1,19.99,completed
2026-03-25,ORD-1485,Długopis metalowy,1,19.99,completed
2026-03-25,ORD-1486,Kubek ceramiczny,3,149.97,completed
2026-03-26,ORD-1487,Kubek ceramiczny,4,199.96,completed
2026-03-26,ORD-1488,Kubek ceramiczny,4,199.96,completed
2026-03-26,ORD-1489,Koszulka Premium,4,319.96,completed
2026-03-26,ORD-1490,Długopis metalowy,3,59.97,completed
2026-03-26,ORD-1491,Koszulka Premium,3,239.97,completed
2026-03-26,ORD-1492,Torba bawełniana,1,39.99,completed
2026-03-26,ORD-1493,Torba bawełniana,2,79.98,completed
2026-03-26,ORD-1494,Torba bawełniana,4,159.96,completed
2026-03-26,ORD-1495,Kubek ceramiczny,4,199.96,completed
2026-03-26,ORD-1496,Koszulka Premium,1,-79.99,refunded
2026-03-26,ORD-1497,Kubek ceramiczny,2,99.98,completed
2026-03-26,ORD-1498,Długopis metalowy,4,79.96,completed
2026-03-26,ORD-1499,Torba bawełniana,2,79.98,completed
2026-03-26,ORD-1500,Koszulka Premium,2,159.98,completed
2026-03-26,ORD-1501,Długopis metalowy,4,79.96,completed
2026-03-26,ORD-1502,Notatnik A5,1,29.99,completed
2026-03-26,ORD-1503,Długopis metalowy,2,39.98,completed
2026-03-26,ORD-1504,Torba bawełniana,4,-159.96,refunded
2026-03-26,ORD-1505,Torba bawełniana,2,79.98,completed
2026-03-26,ORD-1506,Kubek ceramiczny,1,49.99,completed
2026-03-26,ORD-1507,Torba bawełniana,1,39.99,completed
2026-03-26,ORD-1508,Długopis metalowy,1,19.99,completed
2026-03-26,ORD-1509,Notatnik A5,1,29.99,completed
2026-03-26,ORD-1510,Torba bawełniana,3,119.97,completed
2026-03-26,ORD-1511,Torba bawełniana,1,39.99,completed
2026-03-26,ORD-1512,Koszulka Premium,3,239.97,completed
2026-03-26,ORD-1513,Torba bawełniana,3,119.97,completed
2026-03-26,ORD-1514,Kubek ceramiczny,4,199.96,completed
2026-03-26,ORD-1515,Notatnik A5,2,59.98,completed
2026-03-26,ORD-1516,Koszulka Premium,4,-319.96,refunded
2026-03-26,ORD-1517,Kubek ceramiczny,1,49.99,completed
2026-03-26,ORD-1518,Koszulka Premium,3,239.97,completed
2026-03-26,ORD-1519,Długopis metalowy,4,79.96,completed
2026-03-26,ORD-1520,Długopis metalowy,4,79.96,completed
2026-03-26,ORD-1521,Kubek ceramiczny,3,149.97,completed
2026-03-26,ORD-1522,Koszulka Premium,3,239.97,completed
2026-03-26,ORD-1523,Torba bawełniana,4,159.96,completed
2026-03-26,ORD-1524,Notatnik A5,4,119.96,completed
2026-03-26,ORD-1525,Kubek ceramiczny,4,199.96,completed
2026-03-26,ORD-1526,Torba bawełniana,3,119.97,completed
2026-03-26,ORD-1527,Notatnik A5,1,29.99,completed
2026-03-27,ORD-1528,Kubek ceramiczny,3,149.97,completed
2026-03-27,ORD-1529,Koszulka Premium,3,239.97,completed
2026-03-27,ORD-1530,Torba bawełniana,4,159.96,completed
2026-03-27,ORD-1531,Notatnik A5,2,59.98,completed
2026-03-27,ORD-1532,Torba bawełniana,4,159.96,completed
2026-03-27,ORD-1533,Torba bawełniana,4,159.96,completed
2026-03-27,ORD-1534,Koszulka Premium,1,79.99,completed
2026-03-27,ORD-1535,Notatnik A5,3,89.97,completed
2026-03-27,ORD-1536,Kubek ceramiczny,1,49.99,completed
2026-03-27,ORD-1537,Długopis metalowy,4,-79.96,refunded
2026-03-27,ORD-1538,Koszulka Premium,2,159.98,completed
2026-03-27,ORD-1539,Torba bawełniana,3,119.97,completed
2026-03-27,ORD-1540,Długopis metalowy,1,19.99,completed
2026-03-27,ORD-1541,Notatnik A5,3,89.97,completed
2026-03-27,ORD-1542,Koszulka Premium,2,159.98,completed
2026-03-27,ORD-1543,Notatnik A5,3,89.97,completed
2026-03-27,ORD-1544,Kubek ceramiczny,1,-49.99,refunded
2026-03-27,ORD-1545,Kubek ceramiczny,4,199.96,completed
2026-03-27,ORD-1546,Długopis metalowy,1,19.99,completed
2026-03-27,ORD-1547,Torba bawełniana,4,159.96,completed
2026-03-27,ORD-1548,Długopis metalowy,3,59.97,completed
2026-03-27,ORD-1549,Notatnik A5,2,59.98,completed
2026-03-27,ORD-1550,Koszulka Premium,4,319.96,completed
2026-03-27,ORD-1551,Notatnik A5,1,29.99,completed
2026-03-27,ORD-1552,Torba bawełniana,3,119.97,completed
2026-03-27,ORD-1553,Długopis metalowy,3,59.97,completed
2026-03-27,ORD-1554,Kubek ceramiczny,2,99.98,completed
2026-03-27,ORD-1555,Długopis metalowy,2,39.98,completed
2026-03-27,ORD-1556,Kubek ceramiczny,2,99.98,completed
2026-03-27,ORD-1557,Notatnik A5,1,29.99,completed
2026-03-27,ORD-1558,Długopis metalowy,3,59.97,completed
2026-03-27,ORD-1559,Długopis metalowy,2,39.98,completed
2026-03-27,ORD-1560,Koszulka Premium,1,79.99,completed
2026-03-27,ORD-1561,Notatnik A5,4,119.96,completed
2026-03-27,ORD-1562,Długopis metalowy,1,19.99,completed
2026-03-27,ORD-1563,Torba bawełniana,1,39.99,completed
2026-03-27,ORD-1564,Długopis metalowy,3,59.97,completed
2026-03-27,ORD-1565,Długopis metalowy,2,39.98,completed
2026-03-27,ORD-1566,Kubek ceramiczny,4,199.96,completed
2026-03-27,ORD-1567,Koszulka Premium,1,79.99,completed
2026-03-27,ORD-1568,Torba bawełniana,2,79.98,completed
2026-03-27,ORD-1569,Kubek ceramiczny,3,149.97,completed
2026-03-27,ORD-1570,Długopis metalowy,3,59.97,completed
2026-03-27,ORD-1571,Torba bawełniana,2,79.98,completed
2026-03-27,ORD-1572,Długopis metalowy,3,59.97,completed
2026-03-27,ORD-1573,Torba bawełniana,1,39.99,completed
2026-03-27,ORD-1574,Kubek ceramiczny,2,99.98,completed
2026-03-27,ORD-1575,Długopis metalowy,3,59.97,completed
2026-03-27,ORD-1576,Długopis metalowy,1,19.99,completed
2026-03-27,ORD-1577,Koszulka Premium,1,79.99,completed
2026-03-27,ORD-1578,Długopis metalowy,3,59.97,completed
2026-03-28,ORD-1579,Długopis metalowy,4,79.96,completed
2026-03-28,ORD-1580,Koszulka Premium,4,319.96,completed
2026-03-28,ORD-1581,Długopis metalowy,3,59.97,completed
2026-03-28,ORD-1582,Torba bawełniana,4,159.96,completed
2026-03-28,ORD-1583,Notatnik A5,3,89.97,completed
2026-03-28,ORD-1584,Koszulka Premium,2,159.98,completed
2026-03-28,ORD-1585,Notatnik A5,4,119.96,completed
2026-03-28,ORD-1586,Długopis metalowy,2,39.98,completed
2026-03-28,ORD-1587,Torba bawełniana,3,119.97,completed
2026-03-28,ORD-1588,Kubek ceramiczny,3,149.97,completed
2026-03-28,ORD-1589,Koszulka Premium,3,239.97,completed
2026-03-28,ORD-1590,Koszulka Premium,3,239.97,completed
2026-03-28,ORD-1591,Kubek ceramiczny,1,49.99,completed
2026-03-28,ORD-1592,Notatnik A5,4,119.96,completed
2026-03-28,ORD-1593,Kubek ceramiczny,3,149.97,completed
2026-03-28,ORD-1594,Torba bawełniana,2,79.98,completed
2026-03-28,ORD-1595,Notatnik A5,4,119.96,completed
2026-03-28,ORD-1596,Torba bawełniana,4,-159.96,refunded
2026-03-28,ORD-1597,Notatnik A5,4,119.96,completed
2026-03-28,ORD-1598,Kubek ceramiczny,3,149.97,completed
2026-03-28,ORD-1599,Torba bawełniana,4,159.96,completed
2026-03-28,ORD-1600,Notatnik A5,3,89.97,completed
2026-03-28,ORD-1601,Koszulka Premium,4,319.96,completed
2026-03-28,ORD-1602,Torba bawełniana,3,119.97,completed
2026-03-28,ORD-1603,Torba bawełniana,1,39.99,completed
2026-03-28,ORD-1604,Długopis metalowy,2,39.98,completed
2026-03-28,ORD-1605,Torba bawełniana,1,39.99,completed
2026-03-28,ORD-1606,Notatnik A5,3,89.97,completed
2026-03-28,ORD-1607,Długopis metalowy,1,19.99,completed
2026-03-28,ORD-1608,Koszulka Premium,4,319.96,completed
2026-03-28,ORD-1609,Torba bawełniana,3,119.97,completed
2026-03-28,ORD-1610,Kubek ceramiczny,4,199.96,completed
2026-03-28,ORD-1611,Koszulka Premium,1,79.99,completed
2026-03-28,ORD-1612,Torba bawełniana,4,159.96,completed
2026-03-28,ORD-1613,Kubek ceramiczny,2,99.98,completed
2026-03-28,ORD-1614,Długopis metalowy,3,59.97,completed
2026-03-28,ORD-1615,Długopis metalowy,3,59.97,completed
2026-03-28,ORD-1616,Długopis metalowy,4,79.96,completed
2026-03-28,ORD-1617,Torba bawełniana,4,159.96,completed
2026-03-28,ORD-1618,Torba bawełniana,3,119.97,completed
2026-03-28,ORD-1619,Notatnik A5,3,89.97,completed
2026-03-28,ORD-1620,Koszulka Premium,4,319.96,completed
2026-03-28,ORD-1621,Długopis metalowy,2,39.98,completed
2026-03-28,ORD-1622,Długopis metalowy,4,79.96,completed
2026-03-28,ORD-1623,Długopis metalowy,4,79.96,completed
2026-03-28,ORD-1624,Kubek ceramiczny,1,49.99,completed
2026-03-28,ORD-1625,Koszulka Premium,2,-159.98,refunded
2026-03-28,ORD-1626,Torba bawełniana,4,159.96,completed
2026-03-28,ORD-1627,Kubek ceramiczny,4,199.96,completed
2026-03-28,ORD-1628,Długopis metalowy,4,79.96,completed
2026-03-28,ORD-1629,Koszulka Premium,2,159.98,completed
2026-03-28,ORD-1630,Długopis metalowy,3,59.97,completed
2026-03-28,ORD-1631,Notatnik A5,4,119.96,completed
2026-03-28,ORD-1632,Kubek ceramiczny,4,199.96,completed
2026-03-28,ORD-1633,Torba bawełniana,3,119.97,completed
2026-03-28,ORD-1634,Torba bawełniana,4,159.96,completed
2026-03-28,ORD-1635,Kubek ceramiczny,3,149.97,completed
2026-03-28,ORD-1636,Kubek ceramiczny,3,149.97,completed
2026-03-28,ORD-1637,Kubek ceramiczny,4,199.96,completed
2026-03-28,ORD-1638,Torba bawełniana,3,119.97,completed
2026-03-28,ORD-1639,Długopis metalowy,4,79.96,completed
2026-03-29,ORD-1640,Torba bawełniana,2,79.98,completed
2026-03-29,ORD-1641,Torba bawełniana,1,39.99,completed
2026-03-29,ORD-1642,Notatnik A5,3,89.97,completed
2026-03-29,ORD-1643,Kubek ceramiczny,2,99.98,completed
2026-03-29,ORD-1644,Torba bawełniana,3,119.97,completed
2026-03-29,ORD-1645,Długopis metalowy,2,39.98,completed
2026-03-29,ORD-1646,Długopis metalowy,2,39.98,completed
2026-03-29,ORD-1647,Koszulka Premium,1,79.99,completed
2026-03-29,ORD-1648,Notatnik A5,1,29.99,completed
2026-03-29,ORD-1649,Kubek ceramiczny,1,49.99,completed
2026-03-29,ORD-1650,Kubek ceramiczny,4,199.96,completed
2026-03-29,ORD-1651,Notatnik A5,4,119.96,completed
2026-03-29,ORD-1652,Torba bawełniana,3,119.97,completed
2026-03-29,ORD-1653,Koszulka Premium,1,79.99,completed
2026-03-29,ORD-1654,Kubek ceramiczny,1,49.99,completed
2026-03-29,ORD-1655,Kubek ceramiczny,4,199.96,completed
2026-03-29,ORD-1656,Kubek ceramiczny,1,49.99,completed
2026-03-29,ORD-1657,Notatnik A5,4,119.96,completed
2026-03-29,ORD-1658,Torba bawełniana,1,-39.99,refunded
2026-03-29,ORD-1659,Długopis metalowy,1,19.99,completed
2026-03-29,ORD-1660,Torba bawełniana,3,119.97,completed
2026-03-29,ORD-1661,Długopis metalowy,4,79.96,completed
2026-03-29,ORD-1662,Kubek ceramiczny,4,199.96,completed
2026-03-29,ORD-1663,Koszulka Premium,3,239.97,completed
2026-03-29,ORD-1664,Notatnik A5,3,89.97,completed
2026-03-29,ORD-1665,Koszulka Premium,3,239.97,completed
2026-03-29,ORD-1666,Długopis metalowy,2,39.98,completed
2026-03-29,ORD-1667,Notatnik A5,4,119.96,completed
2026-03-29,ORD-1668,Koszulka Premium,4,319.96,completed
2026-03-29,ORD-1669,Kubek ceramiczny,2,99.98,completed
2026-03-29,ORD-1670,Kubek ceramiczny,1,49.99,completed
2026-03-29,ORD-1671,Kubek ceramiczny,4,199.96,completed
2026-03-29,ORD-1672,Torba bawełniana,3,119.97,completed
2026-03-29,ORD-1673,Długopis metalowy,1,19.99,completed
2026-03-29,ORD-1674,Torba bawełniana,2,79.98,completed
2026-03-29,ORD-1675,Koszulka Premium,4,319.96,completed
2026-03-29,ORD-1676,Notatnik A5,3,89.97,completed
2026-03-29,ORD-1677,Torba bawełniana,3,119.97,completed
2026-03-29,ORD-1678,Kubek ceramiczny,2,99.98,completed
2026-03-29,ORD-1679,Notatnik A5,3,89.97,completed
2026-03-29,ORD-1680,Długopis metalowy,4,79.96,completed
2026-03-29,ORD-1681,Kubek ceramiczny,2,99.98,completed
2026-03-29,ORD-1682,Długopis metalowy,1,19.99,completed
2026-03-29,ORD-1683,Długopis metalowy,3,59.97,completed
2026-03-29,ORD-1684,Długopis metalowy,1,19.99,completed
2026-03-29,ORD-1685,Długopis metalowy,2,39.98,completed
2026-03-30,ORD-1686,Kubek ceramiczny,3,149.97,completed
2026-03-30,ORD-1687,Notatnik A5,1,29.99,completed
2026-03-30,ORD-1688,Długopis metalowy,4,79.96,completed
2026-03-30,ORD-1689,Długopis metalowy,4,79.96,completed
2026-03-30,ORD-1690,Notatnik A5,2,59.98,completed
2026-03-30,ORD-1691,Notatnik A5,1,29.99,completed
2026-03-30,ORD-1692,Torba bawełniana,1,39.99,completed
2026-03-30,ORD-1693,Koszulka Premium,2,159.98,completed
2026-03-30,ORD-1694,Koszulka Premium,4,319.96,completed
2026-03-30,ORD-1695,Koszulka Premium,1,79.99,completed
2026-03-30,ORD-1696,Koszulka Premium,4,-319.96,refunded
2026-03-30,ORD-1697,Notatnik A5,2,59.98,completed
2026-03-30,ORD-1698,Notatnik A5,3,89.97,completed
2026-03-30,ORD-1699,Notatnik A5,4,119.96,completed
2026-03-30,ORD-1700,Notatnik A5,4,119.96,completed
2026-03-30,ORD-1701,Długopis metalowy,2,39.98,completed
2026-03-30,ORD-1702,Torba bawełniana,1,39.99,completed
2026-03-30,ORD-1703,Długopis metalowy,4,79.96,completed
2026-03-30,ORD-1704,Kubek ceramiczny,1,49.99,completed
2026-03-30,ORD-1705,Torba bawełniana,4,159.96,completed
2026-03-30,ORD-1706,Długopis metalowy,4,79.96,completed
2026-03-30,ORD-1707,Kubek ceramiczny,2,99.98,completed
2026-03-30,ORD-1708,Kubek ceramiczny,3,149.97,completed
2026-03-30,ORD-1709,Koszulka Premium,1,79.99,completed
2026-03-30,ORD-1710,Notatnik A5,1,29.99,completed
2026-03-30,ORD-1711,Koszulka Premium,1,79.99,completed
2026-03-30,ORD-1712,Notatnik A5,1,29.99,completed
2026-03-30,ORD-1713,Koszulka Premium,4,319.96,completed
2026-03-30,ORD-1714,Długopis metalowy,2,39.98,completed
2026-03-31,ORD-1715,Koszulka Premium,2,159.98,completed
2026-03-31,ORD-1716,Torba bawełniana,2,79.98,completed
2026-03-31,ORD-1717,Długopis metalowy,3,59.97,completed
2026-03-31,ORD-1718,Torba bawełniana,2,79.98,completed
2026-03-31,ORD-1719,Kubek ceramiczny,2,99.98,completed
2026-03-31,ORD-1720,Torba bawełniana,1,39.99,completed
2026-03-31,ORD-1721,Długopis metalowy,2,39.98,completed
2026-03-31,ORD-1722,Notatnik A5,4,119.96,completed
2026-03-31,ORD-1723,Torba bawełniana,4,159.96,completed
2026-03-31,ORD-1724,Torba bawełniana,4,159.96,completed
2026-03-31,ORD-1725,Torba bawełniana,4,159.96,completed
2026-03-31,ORD-1726,Długopis metalowy,4,79.96,completed
2026-03-31,ORD-1727,Kubek ceramiczny,3,149.97,completed
2026-03-31,ORD-1728,Kubek ceramiczny,4,199.96,completed
2026-03-31,ORD-1729,Długopis metalowy,4,79.96,completed
2026-03-31,ORD-1730,Długopis metalowy,2,39.98,completed
2026-03-31,ORD-1731,Torba bawełniana,2,79.98,completed
2026-03-31,ORD-1732,Koszulka Premium,4,319.96,completed
2026-03-31,ORD-1733,Koszulka Premium,2,159.98,completed
2026-03-31,ORD-1734,Notatnik A5,1,29.99,completed
2026-03-31,ORD-1735,Kubek ceramiczny,2,99.98,completed
2026-03-31,ORD-1736,Torba bawełniana,3,119.97,completed
2026-03-31,ORD-1737,Koszulka Premium,2,159.98,completed
2026-03-31,ORD-1738,Koszulka Premium,4,319.96,completed
2026-03-31,ORD-1739,Długopis metalowy,2,39.98,completed
2026-03-31,ORD-1740,Kubek ceramiczny,3,149.97,completed
2026-03-31,ORD-1741,Notatnik A5,4,119.96,completed
2026-03-31,ORD-1742,Torba bawełniana,3,119.97,completed
2026-03-31,ORD-1743,Długopis metalowy,4,79.96,completed
2026-03-31,ORD-1744,Notatnik A5,3,89.97,completed
2026-03-31,ORD-1745,Torba bawełniana,3,119.97,completed
2026-03-31,ORD-1746,Długopis metalowy,2,39.98,completed
2026-03-31,ORD-1747,Koszulka Premium,3,239.97,completed
2026-03-31,ORD-1748,Długopis metalowy,4,79.96,completed
2026-03-31,ORD-1749,Kubek ceramiczny,3,149.97,completed
2026-03-31,ORD-1750,Długopis metalowy,2,39.98,completed
2026-03-31,ORD-1751,Torba bawełniana,3,119.97,completed
2026-03-31,ORD-1752,Notatnik A5,4,119.96,completed
2026-03-31,ORD-1753,Torba bawełniana,2,79.98,completed
2026-03-31,ORD-1754,Długopis metalowy,4,79.96,completed
2026-03-31,ORD-1755,Długopis metalowy,1,19.99,completed
2026-03-31,ORD-1756,Koszulka Premium,1,79.99,completed
2026-03-31,ORD-1757,Notatnik A5,2,59.98,completed
2026-03-31,ORD-1758,Kubek ceramiczny,1,49.99,completed
2026-03-31,ORD-1759,Koszulka Premium,2,159.98,completed
2026-03-31,ORD-1760,Torba bawełniana,1,39.99,completed
2026-03-31,ORD-1761,Długopis metalowy,4,79.96,completed
2026-03-31,ORD-1762,Koszulka Premium,1,79.99,completed
2026-03-31,ORD-1763,Notatnik A5,1,-29.99,refunded
2026-04-01,ORD-1764,Torba bawełniana,3,-119.97,refunded
2026-04-01,ORD-1765,Notatnik A5,2,59.98,completed
2026-04-01,ORD-1766,Koszulka Premium,2,159.98,completed
2026-04-01,ORD-1767,Długopis metalowy,3,59.97,completed
2026-04-01,ORD-1768,Torba bawełniana,4,159.96,completed
2026-04-01,ORD-1769,Notatnik A5,4,119.96,completed
2026-04-01,ORD-1770,Kubek ceramiczny,3,149.97,completed
2026-04-01,ORD-1771,Koszulka Premium,1,79.99,completed
2026-04-01,ORD-1772,Notatnik A5,4,119.96,completed
2026-04-01,ORD-1773,Koszulka Premium,1,79.99,completed
2026-04-01,ORD-1774,Koszulka Premium,4,319.96,completed
2026-04-01,ORD-1775,Torba bawełniana,1,39.99,completed
2026-04-01,ORD-1776,Koszulka Premium,2,159.98,completed
2026-04-01,ORD-1777,Długopis metalowy,4,79.96,completed
2026-04-01,ORD-1778,Koszulka Premium,3,239.97,completed
2026-04-01,ORD-1779,Długopis metalowy,1,19.99,completed
2026-04-01,ORD-1780,Torba bawełniana,1,39.99,completed
2026-04-01,ORD-1781,Długopis metalowy,2,39.98,completed
2026-04-01,ORD-1782,Notatnik A5,1,29.99,completed
2026-04-01,ORD-1783,Długopis metalowy,2,39.98,completed
2026-04-01,ORD-1784,Notatnik A5,3,89.97,completed
2026-04-01,ORD-1785,Kubek ceramiczny,1,49.99,completed
2026-04-01,ORD-1786,Torba bawełniana,1,39.99,completed
2026-04-01,ORD-1787,Kubek ceramiczny,1,49.99,completed
2026-04-01,ORD-1788,Długopis metalowy,4,79.96,completed
2026-04-01,ORD-1789,Torba bawełniana,1,39.99,completed
2026-04-01,ORD-1790,Notatnik A5,4,119.96,completed
2026-04-01,ORD-1791,Długopis metalowy,4,79.96,completed
2026-04-01,ORD-1792,Długopis metalowy,4,79.96,completed
2026-04-01,ORD-1793,Długopis metalowy,3,59.97,completed
2026-04-01,ORD-1794,Koszulka Premium,1,79.99,completed
2026-04-01,ORD-1795,Notatnik A5,2,59.98,completed
2026-04-01,ORD-1796,Torba bawełniana,3,119.97,completed
2026-04-01,ORD-1797,Koszulka Premium,3,239.97,completed
2026-04-01,ORD-1798,Torba bawełniana,1,39.99,completed
2026-04-01,ORD-1799,Kubek ceramiczny,4,199.96,completed
2026-04-01,ORD-1800,Długopis metalowy,4,79.96,completed
2026-04-01,ORD-1801,Koszulka Premium,3,239.97,completed
2026-04-01,ORD-1802,Długopis metalowy,3,59.97,completed
2026-04-01,ORD-1803,Koszulka Premium,3,239.97,completed
2026-04-01,ORD-1804,Koszulka Premium,2,159.98,completed
2026-04-01,ORD-1805,Kubek ceramiczny,4,199.96,completed
2026-04-01,ORD-1806,Torba bawełniana,3,119.97,completed
2026-04-01,ORD-1807,Kubek ceramiczny,1,49.99,completed
2026-04-01,ORD-1808,Torba bawełniana,4,159.96,completed
2026-04-01,ORD-1809,Koszulka Premium,3,239.97,completed
2026-04-01,ORD-1810,Kubek ceramiczny,4,199.96,completed
2026-04-01,ORD-1811,Kubek ceramiczny,4,199.96,completed
2026-04-02,ORD-1812,Koszulka Premium,4,319.96,completed
2026-04-02,ORD-1813,Długopis metalowy,4,79.96,completed
2026-04-02,ORD-1814,Torba bawełniana,4,159.96,completed
2026-04-02,ORD-1815,Długopis metalowy,2,39.98,completed
2026-04-02,ORD-1816,Długopis metalowy,2,39.98,completed
2026-04-02,ORD-1817,Kubek ceramiczny,4,199.96,completed
2026-04-02,ORD-1818,Torba bawełniana,4,159.96,completed
2026-04-02,ORD-1819,Kubek ceramiczny,3,149.97,completed
2026-04-02,ORD-1820,Notatnik A5,3,89.97,completed
2026-04-02,ORD-1821,Długopis metalowy,2,39.98,completed
2026-04-02,ORD-1822,Długopis metalowy,2,39.98,completed
2026-04-02,ORD-1823,Długopis metalowy,1,19.99,completed
2026-04-02,ORD-1824,Notatnik A5,2,59.98,completed
2026-04-02,ORD-1825,Torba bawełniana,1,39.99,completed
2026-04-02,ORD-1826,Notatnik A5,4,119.96,completed
2026-04-02,ORD-1827,Torba bawełniana,2,79.98,completed
2026-04-02,ORD-1828,Kubek ceramiczny,4,199.96,completed
2026-04-02,ORD-1829,Koszulka Premium,4,319.96,completed
2026-04-02,ORD-1830,Notatnik A5,4,119.96,completed
2026-04-02,ORD-1831,Notatnik A5,1,29.99,completed
2026-04-02,ORD-1832,Torba bawełniana,1,39.99,completed
2026-04-02,ORD-1833,Kubek ceramiczny,3,149.97,completed
2026-04-02,ORD-1834,Długopis metalowy,1,19.99,completed
2026-04-02,ORD-1835,Notatnik A5,3,89.97,completed
2026-04-02,ORD-1836,Notatnik A5,1,-29.99,refunded
2026-04-02,ORD-1837,Torba bawełniana,2,79.98,completed
2026-04-02,ORD-1838,Długopis metalowy,2,39.98,completed
2026-04-02,ORD-1839,Notatnik A5,4,119.96,completed
2026-04-02,ORD-1840,Długopis metalowy,2,39.98,completed
2026-04-02,ORD-1841,Koszulka Premium,4,319.96,completed
2026-04-02,ORD-1842,Notatnik A5,1,29.99,completed
2026-04-02,ORD-1843,Kubek ceramiczny,3,149.97,completed
2026-04-02,ORD-1844,Notatnik A5,2,59.98,completed
2026-04-02,ORD-1845,Torba bawełniana,4,159.96,completed
2026-04-03,ORD-1846,Notatnik A5,3,89.97,completed
2026-04-03,ORD-1847,Koszulka Premium,1,-79.99,refunded
2026-04-03,ORD-1848,Torba bawełniana,1,39.99,completed
2026-04-03,ORD-1849,Kubek ceramiczny,2,99.98,completed
2026-04-03,ORD-1850,Długopis metalowy,2,39.98,completed
2026-04-03,ORD-1851,Notatnik A5,4,119.96,completed
2026-04-03,ORD-1852,Notatnik A5,2,59.98,completed
2026-04-03,ORD-1853,Notatnik A5,4,-119.96,refunded
2026-04-03,ORD-1854,Długopis metalowy,2,39.98,completed
2026-04-03,ORD-1855,Notatnik A5,4,-119.96,refunded
2026-04-03,ORD-1856,Kubek ceramiczny,2,99.98,completed
2026-04-03,ORD-1857,Koszulka Premium,1,79.99,completed
2026-04-03,ORD-1858,Długopis metalowy,2,39.98,completed
2026-04-03,ORD-1859,Kubek ceramiczny,4,199.96,completed
2026-04-03,ORD-1860,Notatnik A5,3,89.97,completed
2026-04-03,ORD-1861,Długopis metalowy,4,79.96,completed
2026-04-03,ORD-1862,Torba bawełniana,3,119.97,completed
2026-04-03,ORD-1863,Długopis metalowy,2,39.98,completed
2026-04-03,ORD-1864,Torba bawełniana,1,39.99,completed
2026-04-03,ORD-1865,Torba bawełniana,1,39.99,completed
